-0.08333337361790437-1.841675811944026*I,0.08333337445123812+1.8416758303607843*I
0.511758227171699,0.621820438582618
0.5132449158574295,0.6228700359571955
0.5147380270021552,0.6239248736520078
0.5162376214932293,0.6249850063479166
0.5177437611494876,0.6260504895876453
0.5192565087410184,0.6271213797944499
0.5207759280094679,0.6281977342913034
0.5223020836889009,0.6292796113206081
0.5238350415272333,0.6303670700644556
0.5253748683082741,0.6314601706654714
0.5269216318743666,0.6325589742482315
0.5284754011496795,0.6336635429412998
0.5300362461641484,0.634773939899891
0.5316042380781028,0.635890229329187
0.5331794492075964,0.6370124765083294
0.5347619530504708,0.6381407478151113
0.5363518243131721,0.6392751107513956
0.5379491389383512,0.6404156339692795
0.5395539741332741,0.6415623872980383
0.5411664083990723,0.6427154417718738
0.5427865215608673,0.6438748696585036
0.5444143947987912,0.6450407444886062
0.5460501106799434,0.646213141086168
0.5476937531913253,0.6473921355997682
0.549345407773766,0.6485778055348145
0.5510051613569089,0.6497702297868001
0.5526731023952617,0.6509694886755792
0.5543493209053895,0.6521756639807444
0.556033908504259,0.6533888389781088
0.557726958448805,0.6546090984773638
0.5594285656767485,0.6558365288609416
0.5611388268487254,0.6570712181241372
0.562857840391774,0.6583132559165397
0.5645857065442356,0.6595627335848226
0.5663225274021197,0.6608197442169454
0.5680684069670064,0.6620843826878351
0.5698234511955256,0.6633567457065869
0.5715877680504999,0.6646369318652681
0.5733614675538065,0.6659250416893798
0.5751446618405379,0.6672211776894734
0.5769374652174446,0.6685254444173698
0.5787399942185938,0.6698379485187664
0.5805523676676939,0.671158798793186
0.5823747067402579,0.6724881062533219
0.5842071350284139,0.6738259841870289
0.5860497786080255,0.6751725482215437
0.5879027661081994,0.6765279163900118
0.5897662287861032,0.6778922092036563
0.5916403005907321,0.6792655497107654
0.5935251182561487,0.6806480635890688
0.5954208213713895,0.6820398792107568
0.5973275524661854,0.6834411277251419
0.5992454570972963,0.6848519431414591
0.6011746839380964,0.6862724624148078
0.603115384871578,0.6877028255354045
0.6050677150828291,0.6891431756166255
0.6070318331753272,0.6905936590095455
0.6090079012518774,0.6920544253765148
0.6109960850381043,0.6935256278125403
0.612996553991428,0.6950074229493806
0.615009481418246,0.696499971068229
0.6170350445958556,0.6980034362169921
0.6190734248993586,0.6995179863324053
0.6211248079337869,0.7010437933672109
0.6231893836717103,0.7025810334226605
0.6252673465966327,0.7041298868866371
0.6273588958524349,0.7056905385776484
0.6294642353992116,0.7072631778950333
0.6315835741758203,0.7088479989756906
0.6337171262694951,0.7104452008576714
0.6358651110929232,0.7120549876510339
0.6380277535691596,0.713677568716313
0.640205284324822,0.7153131588510507
0.6423979398920224,0.7169619784848242
0.644605962919507,0.7186242538832379
0.6468296023935439,0.7203002173614049
0.6490691138690792,0.7219901075074283
0.6513247597117776,0.7236941694164842
0.6535968093515578,0.7254126549361057
0.6558855395483016,0.7271458229233296
0.6581912346704571,0.7288939395144161
0.660514186987292,0.7306572784078751
0.6628546969756269,0.7324361211616195
0.6652130736419419,0.734230757505115
0.6675896348607829,0.73604148566744
0.6699847077304794,0.7378686127222391
0.6723986289472963,0.7397124549506839
0.6748317451991431,0.741573338223527
0.677284413580141,0.74345159840354
0.6797570020273866,0.7453475817696389
0.6822498897813628,0.7472616454641252
0.6847634678715983,0.7491941579646133
0.6872981396292458,0.7511454995822849
0.6898543212284575,0.7531160629883151
0.6924324422584767,0.7551062537703535
0.695032946328685,0.7571164910212635
0.6976562917088373,0.7591472079623124
0.7003029520070901,0.7611988526033713
0.7029734168885039,0.7632718884427633
0.7056681928370294,0.7653667952097196
0.7083878039642026,0.7674840696526131
0.7111327928680719,0.769624226376439
0.7139037215461994,0.7717877987333204
0.7167011723669178,0.7739753397701559
0.7195257491034492,0.7761874232379449
0.7223780780358482,0.7784246446676744
0.7252588091262836,0.7806876225181995
0.7281686172736614,0.7829769994020338
0.7311082036541791,0.7852934433955365
0.734078297153655,0.78763764943914
0.7370796559077725,0.7900103408442326
0.7401130689393259,0.7924122708942218
0.7431793579340578,0.7948442245835459
0.746279379110087,0.7973070204455308
0.749414025289956,0.7998015125847822
0.7525842280711575,0.8023285928015689
0.7557909601851293,0.804889192903341
0.7590352380809847,0.8074842872405764
0.7623181246299714,0.8101148953547528
0.7656407321352767,0.8127820849336049
0.7690042255504208,0.8154869749687709
0.7724098259779428,0.8182307391902918
0.7758588144693835,0.8210146097981348
0.7793525361585818,0.8238398815223922
0.7828924047644676,0.8267079160479286
0.7864799075041222,0.8296201468437983
0.7901166104623715,0.8325780844431934
0.7938041644703367,0.8355833222257931
0.7975443115526586,0.8386375427616015
0.801338892011452,0.8417425247836415
0.8051898522248585,0.8449001508665864
0.8090992532494441,0.8481124158997064
0.8130692803291261,0.8513814364558236
0.8171022534290028,0.8547094611735441
0.8212006389310783,0.8580988822884946
0.8253670626508341,0.8615522484710978
0.8296043243598142,0.8650722791544226
0.8339154140305145,0.868661880566558
0.838303530057391,0.872324163719198
0.8427720997527471,0.876062464648776
0.847324802470737,0.8798803672605745
0.8519655957788806,0.8837817291919744
0.8566987451772363,0.8877707111912219
0.8615288579644974,0.8918518106066038
0.8664609219726738,0.8960298997025591
0.8715003500438575,0.9003102696702012
0.8766530313123958,0.9046986813884509
0.881925390594343,0.9092014242292049
0.8873244574882269,0.913825384500487
0.8928579471765431,0.918578125504899
0.8985343554129003,0.9234679816836797
0.9043630708221515,0.9285041699559649
0.9103545084813138,0.9336969221993277
0.916520269859179,0.9390576439227485
0.9228733356741106,0.9445991056582593
0.9294283002290029,0.9503356755885952
0.9362016585135281,0.9562836046483063
0.9432121611433102,0.9624613791007106
0.9504812575107584,0.9688901608785491
0.9580336550855434,0.9755943435128309
0.9658980337693587,0.9826022624042074
0.9741079704137386,0.9899471143437677
0.9827031530527659,0.9976681655594762
0.9917310021385489,1.005812365193129
1.0012488758538967,1.01443654073914
1.0113271341152712,1.0236104492704117
1.0220535004053675,1.0334211224177514
1.0335394489503207,1.0439792308187155
1.0459298732861342,1.0554287212228526
1.0594183133155426,1.067961998624922
1.0742721191172258,1.0818450234630164
1.0908766013311577,1.0974613585075896
1.1098186660700409,1.1153956330814918
1.1320622874265378,1.136608710904067
1.1593737498968846,1.1628623252439931
1.1956095719495545,1.1980055711117221
1.252614532101626,1.2538683879508927
